,0,1,2,3
0,0.003960491268662736,28.990130853652953,2.8891754150390625,24.91151371002197
1,0.006237920699641108,24.486236810684204,2.0758732914924622,23.82937412261963
2,0.0024315965682035314,23.76221308708191,2.4323856353759767,23.163219451904297
3,0.0014471311966190114,23.201561975479127,2.6173803567886353,22.542658233642577
4,0.000980904982134234,22.570771503448487,2.4383171081542967,22.244706916809083
5,0.0007091704974300228,21.965070295333863,2.709484505653381,22.052960777282713
6,0.0005092618703201879,21.56667160987854,3.0173964738845824,22.197438049316407
7,0.0003976056141254958,21.12158989906311,3.426927423477173,21.766111755371092
8,0.000338412696874002,20.669988441467286,3.277414345741272,21.679581260681154
9,0.0002554493636125699,20.198052215576173,3.903683662414551,21.14558925628662
10,0.0002225317326519871,19.717474603652953,3.8999464750289916,21.16780529022217
11,0.00018015015921264422,19.358452558517456,4.011470150947571,21.573955535888672
12,0.00014902648999850498,19.022508811950683,4.230549621582031,21.117100524902344
13,0.00012730754224321572,18.55815200805664,4.368606233596802,20.921601676940917
14,0.00010845890519703972,18.176421642303467,4.444375991821289,20.7608980178833
15,8.850861504470232e-05,17.76625974178314,4.1816205978393555,21.238530158996582
16,7.52748926061031e-05,17.37302920818329,4.5574622631073,20.708498573303224
17,6.79107383803057e-05,17.001947546005248,4.604872226715088,20.923561668395998
18,6.021800991220516e-05,16.649443459510803,4.893428564071655,20.668307304382324
19,5.010599106753943e-05,16.363582420349122,4.802363634109497,20.45468044281006
20,4.36767892097123e-05,16.05261387825012,4.870908784866333,20.50321216583252
21,3.812856289187039e-05,15.830512523651123,5.074556064605713,20.452982902526855
22,3.4863161499743e-05,15.602484321594238,4.834614181518555,20.521848106384276
23,2.8774493512173648e-05,15.457020378112793,5.036660671234131,20.319849586486818
24,2.7232287766310038e-05,15.18642246723175,4.887740278244019,20.434504318237305
25,2.4328227345904453e-05,14.886639165878297,4.828470087051391,20.17100372314453
26,2.1692686505048187e-05,14.579309153556824,4.474443769454956,20.2028076171875
27,1.8555739961811925e-05,14.356770944595336,4.66178789138794,20.026677703857423
28,1.575973983563017e-05,14.207639002799988,4.707264232635498,20.02005729675293
29,1.3853012296749511e-05,13.964612364768982,4.8192541122436525,20.065467834472656
30,1.2694731617557409e-05,13.857924938201904,4.825101852416992,19.951235198974608
31,1.1322826844661904e-05,13.656689786911011,4.768060207366943,20.018018341064455
32,1.026214140438242e-05,13.477853083610535,4.667076206207275,20.05918083190918
33,8.860062814619596e-06,13.374280786514282,4.907212257385254,19.909809112548828
34,7.994250802312309e-06,13.238062071800233,4.654698085784912,20.131436920166017
35,7.366755153270788e-06,13.088485670089721,4.79681248664856,19.787094497680663
36,6.5274236021650726e-06,12.922710537910461,4.452865028381348,19.641661834716796
37,5.8869973486253e-06,12.637320423126221,4.379256415367126,19.70452938079834
38,5.392372247570165e-06,12.428223919868469,4.798893213272095,19.578879356384277
39,4.72633659001076e-06,12.267277884483338,4.554232215881347,19.576174354553224
40,4.206953349239484e-06,12.097073483467103,4.807547664642334,19.47585334777832
41,3.856543645497368e-06,12.100314331054687,4.378695821762085,19.452799606323243
42,3.4676602467698105e-06,11.974833178520203,4.596674585342408,19.52386131286621
43,3.1962781008587626e-06,11.79449098110199,4.867660808563232,19.300143432617187
44,2.75252207018184e-06,11.664116787910462,4.57887716293335,19.635344314575196
45,2.52336966468647e-06,11.608783483505249,4.726886367797851,19.662471961975097
46,2.27900322329333e-06,11.556020498275757,4.564327049255371,19.622234535217284
47,2.045148588081247e-06,11.505652523040771,4.495792484283447,19.84073486328125
48,1.8313791144919379e-06,11.38395254611969,4.608946704864502,19.615714263916015
49,1.6703135145235138e-06,11.354156446456908,4.462251615524292,19.698508071899415
50,1.5487522006196742e-06,11.226072907447815,4.6731971263885494,19.697949981689455
51,1.3607140374460869e-06,11.18413565158844,4.763293743133545,19.58355007171631
52,1.2254115574705794e-06,11.134823656082153,4.645423507690429,19.885381317138673
53,1.1326555124924198e-06,11.033849263191223,4.6555768013000485,19.819499015808105
54,1.0163921373873563e-06,10.915243458747863,4.80112247467041,19.551150131225587
55,9.066687709946563e-07,10.850481295585633,5.0501893043518065,19.71606025695801
56,8.295203898001091e-07,10.799235844612122,4.810584497451782,19.582375907897948
57,7.463686579001205e-07,10.727275204658508,5.0174500942230225,19.52000026702881
58,6.690383308693981e-07,10.711123847961426,5.108045482635498,19.54589900970459
